sentence,sentiment,tokenized_text,emoji to text,emoji to text + stopwords
"địa điểm.tập trung quen thuọc của dân biker đi chơi xa. chỗ giữ xe rộng rãi, sẵn do an nuoc uong và chỗ đi với",positive,"địa điểm.tập trung quen thuọc của dân biker đi chơi xa . chỗ giữ xe rộng_rãi , sẵn do an nuoc uong và chỗ đi với","địa điểm.tập trung quen thuọc của dân biker đi chơi xa . chỗ giữ xe rộng_rãi , sẵn do an nuoc uong và chỗ đi với",địa điểm.tập trung quen thuọc dân biker chỗ xe rộng_rãi sẵn an nuoc uong chỗ
tên,positive,tên,tên,
các nhân viên rất hữu ích và đặt hàng dễ dàng với nhiều lựa chọn chỗ ngồi. nhưng omg phòng vệ sinh là rất khó chịu.,neutral,các nhân_viên rất hữu_ích và đặt_hàng dễ_dàng với nhiều lựa_chọn chỗ ngồi . nhưng omg phòng_vệ sinh là rất khó_chịu .,các nhân_viên rất hữu_ích và đặt_hàng dễ_dàng với nhiều lựa_chọn chỗ ngồi . nhưng omg phòng_vệ sinh là rất khó_chịu .,nhân_viên hữu_ích đặt_hàng dễ_dàng lựa_chọn chỗ omg phòng_vệ sinh khó_chịu
"còn chỗ để ô tô mà bảo vệ vẫn để vật chắn để giữ xe ngoài lấy tiền. vì khách vô ăn không được lấy tiền giữ xe nên không cho để xe vô ăn, mình phải quay 1 vòng mua đem về. nhân viên trong quầy thì ok",negative,"còn chỗ để ô_tô mà bảo_vệ vẫn để vật chắn để giữ xe ngoài lấy tiền . vì khách vô ăn không được lấy tiền giữ xe nên không cho để xe vô ăn , mình phải quay 1 vòng mua đem về . nhân_viên trong quầy thì ok","còn chỗ để ô_tô mà bảo_vệ vẫn để vật chắn để giữ xe ngoài lấy tiền . vì khách vô ăn không được lấy tiền giữ xe nên không cho để xe vô ăn , mình phải quay 1 vòng mua đem về . nhân_viên trong quầy thì ok",chỗ ô_tô bảo_vệ vật chắn xe tiền vô tiền xe xe vô 1 vòng mua đem nhân_viên quầy ok
"lần thứ 2 mình nhận đơn thiếu rồi nha. đặt gà mà không có gà, chỉ có khoai tây thì ăn sao đây mcdonalds dakao",negative,"lần thứ 2 mình nhận đơn thiếu rồi nha . đặt gà mà không có gà , chỉ có khoai_tây thì ăn sao đây mcdonalds dakao","lần thứ 2 mình nhận đơn thiếu rồi nha . đặt gà mà không có gà , chỉ có khoai_tây thì ăn sao đây mcdonalds dakao",2 đơn nha gà gà khoai_tây mcdonalds dakao
"cơ sở phải được mở 247. chúng tôi đến từ một thành phố khác, chúng tôi muốn uống cà phê lúc 5 giờ sáng. chúng tôi đã bị đuổi ra và nói rằng họ sẽ dọn dẹp đến 7 giờ sáng.",negative,"cơ_sở phải được mở 247 . chúng_tôi đến từ một thành_phố khác , chúng_tôi muốn uống cà_phê lúc 5 giờ sáng . chúng_tôi đã bị đuổi ra và nói rằng họ sẽ dọn_dẹp đến 7 giờ sáng .","cơ_sở phải được mở 247 . chúng_tôi đến từ một thành_phố khác , chúng_tôi muốn uống cà_phê lúc 5 giờ sáng . chúng_tôi đã bị đuổi ra và nói rằng họ sẽ dọn_dẹp đến 7 giờ sáng .",cơ_sở 247 chúng_tôi thành_phố chúng_tôi uống cà_phê 5 chúng_tôi đuổi dọn_dẹp 7
thức ăn ngon. nhưng wc ô uế.,neutral,thức_ăn ngon . nhưng wc ô_uế .,thức_ăn ngon . nhưng wc ô_uế .,thức_ăn ngon wc ô_uế
style fast food nên khá đông đúc. ăn bằng tay không có muỗng nĩa. gà cay khá cay với các bé.,positive,style fast food nên khá đông_đúc . ăn bằng tay không có muỗng nĩa . gà cay khá cay với các bé .,style fast food nên khá đông_đúc . ăn bằng tay không có muỗng nĩa . gà cay khá cay với các bé .,style fast food đông_đúc muỗng nĩa gà cay cay bé
còn phải nói gì nữa seo 😄,positive,còn_phải_nói gì nữa seo 😄,còn_phải_nói gì nữa seo :khuôn mặt cười toe toét với đôi mắt cười:,còn_phải_nói seo :khuôn mặt cười toe toét đôi mắt cười:
google,positive,google,google,google
an ngon,positive,an ngon,an ngon,an ngon
"nhân viên nhanh nhẹn, có món ăn rất nhanh",positive,"nhân_viên nhanh_nhẹn , có món ăn rất nhanh","nhân_viên nhanh_nhẹn , có món ăn rất nhanh",nhân_viên nhanh_nhẹn món
"sạch sẽ, ok",positive,"sạch_sẽ , ok","sạch_sẽ , ok",sạch_sẽ ok
chất lượng thực phẩm khủng khiếp. vô cùng ồn ào. nhà vệ sinh ướt và bẩn. không thể tin rằng mc donald có thể là điều tồi tệ này không có lý do để ở đây một lần nữa.,negative,chất_lượng thực_phẩm khủng_khiếp . vô_cùng ồn_ào . nhà_vệ_sinh ướt và bẩn . không_thể tin rằng mc donald có_thể là điều tồi_tệ này không có lý_do để ở đây một lần nữa .,chất_lượng thực_phẩm khủng_khiếp . vô_cùng ồn_ào . nhà_vệ_sinh ướt và bẩn . không_thể tin rằng mc donald có_thể là điều tồi_tệ này không có lý_do để ở đây một lần nữa .,chất_lượng thực_phẩm khủng_khiếp vô_cùng ồn_ào nhà_vệ_sinh ướt bẩn không_thể mc donald có_thể tồi_tệ lý_do
"không phải 24h, nhà bếp đóng cửa lúc 12 giờ",negative,"không phải 24h , nhà_bếp đóng_cửa lúc 12 giờ","không phải 24h , nhà_bếp đóng_cửa lúc 12 giờ",24h nhà_bếp đóng_cửa 12
bao bì của bạn chỉ là sự kinh tởm động vật sẽ ăn thực phẩm này bạn cần để thuê những người có thể làm một công việc rất đơn giản mà doanh nghiệp của bạn có quản lý rất kém nếu tôi có thể cho bạn những ngôi sao tôi sẽ xứng đáng với 0 sao,negative,bao_bì của bạn chỉ là sự kinh_tởm động_vật sẽ ăn thực_phẩm này bạn cần để thuê những người có_thể làm một công_việc rất đơn_giản mà doanh_nghiệp của bạn có quản_lý rất kém nếu tôi có_thể cho bạn những ngôi_sao tôi sẽ xứng_đáng với 0 sao,bao_bì của bạn chỉ là sự kinh_tởm động_vật sẽ ăn thực_phẩm này bạn cần để thuê những người có_thể làm một công_việc rất đơn_giản mà doanh_nghiệp của bạn có quản_lý rất kém nếu tôi có_thể cho bạn những ngôi_sao tôi sẽ xứng_đáng với 0 sao,bao_bì kinh_tởm động_vật thực_phẩm thuê có_thể công_việc đơn_giản doanh_nghiệp quản_lý kém có_thể ngôi_sao xứng_đáng 0
tiêu chuân mcdonalds.,positive,tiêu chuân mcdonalds .,tiêu chuân mcdonalds .,tiêu chuân mcdonalds
không được mát lắm,neutral,không được mát lắm,không được mát lắm,mát lắm
dịch vụ tốt 👍,positive,dịch_vụ tốt 👍,dịch_vụ tốt :thích:,dịch_vụ :thích:
"khi oder tại máy mình có hỏi nhân viên là xuất hoá đơn rồi đem voucher tặng burger đến quầy áp dụng đúng kh, chị nhân viên đó bảo dạ. nhưng khi mình đem đến quầy thì chị nhân viên khác lại bảo là không áp dụng cho mình, nhưng voucher kem thì được làm việc chán 😏",negative,"khi oder tại máy mình có hỏi nhân_viên là xuất hoá_đơn rồi đem voucher tặng burger đến quầy áp_dụng đúng kh , chị nhân_viên đó bảo dạ . nhưng khi mình đem đến quầy thì chị nhân_viên khác lại bảo là không áp_dụng cho mình , nhưng voucher kem thì được làm_việc chán 😏","khi oder tại máy mình có hỏi nhân_viên là xuất hoá_đơn rồi đem voucher tặng burger đến quầy áp_dụng đúng kh , chị nhân_viên đó bảo dạ . nhưng khi mình đem đến quầy thì chị nhân_viên khác lại bảo là không áp_dụng cho mình , nhưng voucher kem thì được làm_việc chán :mặt nhếch mép:",oder máy nhân_viên xuất hoá_đơn đem voucher tặng burger quầy áp_dụng kh nhân_viên bảo đem quầy nhân_viên bảo áp_dụng voucher kem làm_việc chán :mặt nhếch mép:
vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân viên dọn bàn. bà ghế luôn trong tình trạng nhết nhác. hôm nay 185 tôi lại ra nơi quen thuộc và mọi thứ xung quanh tôi lại toàn là rác và rác. hơn 30 phút rồi mà mọi thứ vẫn không có sự thay đổi,negative,vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân_viên dọn bàn . bà ghế luôn trong tình_trạng nhết nhác . hôm_nay 185 tôi lại ra nơi quen_thuộc và mọi thứ xung_quanh tôi lại toàn là rác và rác . hơn 30 phút rồi mà mọi thứ vẫn không có sự thay_đổi,vô quán ắn với uống coffee mà ngồi từ lúc ăn đến lúc về chả thấy nhân_viên dọn bàn . bà ghế luôn trong tình_trạng nhết nhác . hôm_nay 185 tôi lại ra nơi quen_thuộc và mọi thứ xung_quanh tôi lại toàn là rác và rác . hơn 30 phút rồi mà mọi thứ vẫn không có sự thay_đổi,vô quán ắn uống coffee chả nhân_viên dọn bàn ghế tình_trạng nhết nhác hôm_nay 185 quen_thuộc xung_quanh toàn rác rác 30 phút thay_đổi
"tiện lợi, nhanh chóng nhưng hơi bẩn",positive,"tiện_lợi , nhanh_chóng nhưng hơi bẩn","tiện_lợi , nhanh_chóng nhưng hơi bẩn",tiện_lợi nhanh_chóng hơi bẩn
có khu trẻ em,positive,có khu trẻ_em,có khu trẻ_em,khu trẻ_em
địa điểm thoải mái,positive,địa_điểm thoải_mái,địa_điểm thoải_mái,địa_điểm thoải_mái
hiện đại và hỗ trợ đồ ăn rất nhanh,positive,hiện_đại và hỗ_trợ đồ_ăn rất nhanh,hiện_đại và hỗ_trợ đồ_ăn rất nhanh,hiện_đại hỗ_trợ đồ_ăn
"mcdonald ở hcm trước giờ mình chỉ tới đây thui, đồ ăn và phục vụ mọi thứ đều rất tốt. điểm cộng to bự là anh chị nhân viên siêu nhiệt tình và dễ thương luôn.",positive,"mcdonald ở hcm trước giờ mình chỉ tới đây thui , đồ_ăn và phục_vụ mọi thứ đều rất tốt . điểm cộng to bự là anh_chị nhân_viên siêu nhiệt_tình và dễ_thương luôn .","mcdonald ở hcm trước giờ mình chỉ tới đây thui , đồ_ăn và phục_vụ mọi thứ đều rất tốt . điểm cộng to bự là anh_chị nhân_viên siêu nhiệt_tình và dễ_thương luôn .",mcdonald hcm thui đồ_ăn phục_vụ cộng to bự anh_chị nhân_viên siêu nhiệt_tình dễ_thương
khó cưỡng lại việc dừng lại để giảm 50 mac lớn.,positive,khó cưỡng lại việc dừng lại để giảm 50 mac lớn .,khó cưỡng lại việc dừng lại để giảm 50 mac lớn .,cưỡng dừng 50 mac
"mc donald đông đúc, điển hình, nhiều loại đồ uống, đặt hàng thuận tiện, nhiều bàn và tầm nhìn rộng rãi, rộng rãi tại vòng dbp, mở 247 tốt cho đêm khuya đi chơi,",positive,"mc donald đông_đúc , điển_hình , nhiều loại đồ uống , đặt_hàng thuận_tiện , nhiều bàn và tầm nhìn rộng_rãi , rộng_rãi tại vòng dbp , mở 247 tốt cho đêm khuya đi chơi ,","mc donald đông_đúc , điển_hình , nhiều loại đồ uống , đặt_hàng thuận_tiện , nhiều bàn và tầm nhìn rộng_rãi , rộng_rãi tại vòng dbp , mở 247 tốt cho đêm khuya đi chơi ,",mc donald đông_đúc điển_hình đồ uống đặt_hàng thuận_tiện bàn tầm rộng_rãi rộng_rãi vòng dbp 247 khuya
"khuôn viên rộng rãi, thoáng mát. phục vụ nhanh. mình đặc biệt thích ngồi trên 🚗 đặt hàng mà không phải xuống xe",positive,"khuôn_viên rộng_rãi , thoáng mát . phục_vụ nhanh . mình đặc_biệt thích ngồi trên 🚗 đặt_hàng mà không phải xuống xe","khuôn_viên rộng_rãi , thoáng mát . phục_vụ nhanh . mình đặc_biệt thích ngồi trên :ô tô: đặt_hàng mà không phải xuống xe",khuôn_viên rộng_rãi thoáng mát phục_vụ đặc_biệt :ô tô: đặt_hàng xe
ok...nhanh,positive,ok...nhanh,ok...nhanh,ok...nhanh
"mình đi ăn ở đây cũng mấy lần rồi ,hôm nay đi ăn mình có mặc đồ hơi bần một xíu, lúc ra về mình có lỡ đá trúng cái bảng cấm do đang nch với chị đi cùng mình, mấy bạn nhân viên thấy mà không có ai lại hỏi han gì hết, mấy bạn đứng đơ ra luôn, mình cũng đơ luôn 5s rồi tự nhặt lên đưa lại bạn nv, bill mình ăn cũng không có bao nhiêu hết mà thái độ quá tệ, sẽ không có lần nào mình đi ăn tại mc donalds nữa, thái độ nhân viên quá tệ",negative,"mình đi ăn_ở đây cũng mấy lần rồi , hôm_nay đi ăn mình có mặc đồ hơi bần một xíu , lúc ra về mình có lỡ đá trúng cái bảng cấm do đang nch với chị đi cùng mình , mấy bạn nhân_viên thấy mà không có ai_lại hỏi_han gì hết , mấy bạn đứng đơ ra luôn , mình cũng đơ luôn 5s rồi tự nhặt lên đưa lại bạn nv , bill mình ăn cũng không có bao_nhiêu hết mà thái_độ quá tệ , sẽ không có lần nào mình đi ăn tại mc donalds nữa , thái_độ nhân_viên quá tệ","mình đi ăn_ở đây cũng mấy lần rồi , hôm_nay đi ăn mình có mặc đồ hơi bần một xíu , lúc ra về mình có lỡ đá trúng cái bảng cấm do đang nch với chị đi cùng mình , mấy bạn nhân_viên thấy mà không có ai_lại hỏi_han gì hết , mấy bạn đứng đơ ra luôn , mình cũng đơ luôn 5s rồi tự nhặt lên đưa lại bạn nv , bill mình ăn cũng không có bao_nhiêu hết mà thái_độ quá tệ , sẽ không có lần nào mình đi ăn tại mc donalds nữa , thái_độ nhân_viên quá tệ",ăn_ở mấy hôm_nay mặc đồ hơi bần xíu lỡ đá trúng bảng cấm nch mấy nhân_viên ai_lại hỏi_han mấy đứng đơ đơ 5s nhặt nv bill bao_nhiêu thái_độ tệ mc donalds thái_độ nhân_viên tệ
quá tệ ngoài cái mác mcdonals,negative,quá tệ ngoài cái mác mcdonals,quá tệ ngoài cái mác mcdonals,tệ mác mcdonals
"nhà hàng rộng rải nhiều món gà ngon, và cafe ngon, bãi xe rộng rải",neutral,"nhà_hàng rộng rải nhiều món gà ngon , và cafe ngon , bãi xe rộng rải","nhà_hàng rộng rải nhiều món gà ngon , và cafe ngon , bãi xe rộng rải",nhà_hàng rộng rải món gà ngon cafe ngon bãi xe rộng rải
