name,text,stars
Trang Le,"Nhân viên kém chuyên nghiệp, vệ sinh kém. Gia đình mình ăn McDonald cũng phải hơn 10 năm từ lúc còn ở Úc. Rồi khi về VN hầu như cuối tuần nào con mình cũng 1 phần Happy Kid. Tuy nhiên, mới đây khi ghé chi nhánh Điện Biên Phủ, mình shock thật sự với khâu vệ sinh của nhân viên ở đây. Bạn nv lấy đồ ăn ra cho nhà mình đi bưng đồ ăn ra ngoài quay vô rùi vô tư dùng tay không bóc đồ ăn để vô cho nhà mình, bạn cũng vô tư cuối mặt vô phần đồ ăn ( không hề có khẩu trang) vừa xem vừa nói chuyện đến mức văng cả nước bọt. Thái độ nhân viên thì lồi lõm kinh khủng. Quá thất vọng",2
tran thao,Không bao giờ bỏ tương ớt vào cả,1
Xèn Nguyễn,Rất tốt và nhanh chuẩn,5
Phong Nguyễn,Thoáng mát rộng rãi có bãi đổ ô tô,4
Alex A,"A nice one - open 24/7, 2 floors, no food accidents so far, good staff",5
Uyên Vũ,"Khoai tây vừa chiên xong
Vệ sinh hơi dơ trên bàn lau r mà còn đồ ăn thừa
Quán đông lắm",4
Hằng Thái,,5
Hai Duong Viet,BAD Services,2
Shokhrukhdzhon Duloev,,1
Dzung Thai,good place for kid in weekend! Should have menu update a little earlier than 10AM will help alot,4
Ny Ny Bach Ngoc Mai,,5
Đô Tây,Rộng thoát mát,5
Minh Hiển Phan,"Vị trí đắc địa ngay vòng xoay điện biên phủ nên quán lúc nào cũng đông khách, có chỗ chạy xe vào để order khi đang ngồi trên xe và nhận đồ trên xe, không gian thoáng, 2 tầng, view đẹp, có bãi giữ xe riêng, gà rán vỏ dòn ngon, có tương ớt muối ớt đặc trưng riêng của quán mà ko quán gà rán nào khác có, có sốt mayone, tương cà, riêng bánh hamburger mình cảm thấy hơi bở, thái độ phục vụ nhân viên tốt, lên món nhanh.",4
Pascal Leytens,Maybe the most clean Mc Donalds of VN. Good. Staff helpful.,5
Tuan Nguyen,,4
Qui Duong,,5
Kevin Nguyễn,"Trải nghiệm khá ok nha mọi người. Các bạn vui vẻ, hướng dẫn nhiệt tình, anh giữ xe cũng rất vui vẻ luôn ạ.

Không gian cũng rộng rãi, chỗ để xe ổn nè",5
Patryk Kuzioła,,5
Guillaume Rebillou,"Ça reste McDonald’s c’est une bonne adresse si vous voulez manger rapidement, en revanche je trouve que la carte est limité par rapport à d’autres pays un petit peu déçu.",3
Lê Minh Thìn,"Quán thì bình thường như các McDonald khác, được vị trí thuận lợi để tập trung đoàn đi tour vì có sân rộng và nhiều bàn ghế",5
Tri VO MINH,Ngon-giá phù hợp,5
Tuan Nguyen,"It is just like any McDonald in the World 😍 Free parking. Dine in, takeaway and drive through 🥰",5
古川孝,,3
Cát Nguyễn,,5
Zoey,"View đẹp. Chỗ ngồi rộng rãi, thoải mái.
Thức ăn thì hơi nguội. Không ngon. Thịt hay phile cũng không ngon.
Khoai tay chiên và pepsi thì ổn chút.",4
Dang Quoc Thinh,,5
minh tran nhat,,5
Quang Bảo Tech,,5
Dung Tran,"Khoai rất ngon, phục vụ tệ, nhân viên nói chuyện riêng quá nhiều, nv chuẩn bị thức ăn không đeo khẩu trang chuyên dụng, khu vực ngồi phía ngoài rất nhiều rác",1
Hoang Pham,,5
trung nguyen,,5
Ka Tứ,Rất ngon,5
Dat Nguyen Minh,,5
phuc le dac,,4
Tungvuong Le,,5
Phan Đình Anh,"Nhân viên chuẩn bị món ca tối cực kỳ khó chịu, ko vui vẻ với khách hàng và người giao hàng",1
Thao Do,,5
Trung Quy,,2
julian diaz,Beautiful place and the menu it's perfect,5
Sunny Lau,One of limited choice of midnight joint for burger...,4
1076_Võ Đào Huy Hoàng,,5
Phú Hải,,5
Phan Minh Nguyen,,4
Big Moonruby,,5
Ngoc Thao,,5
kimo,好吃,5
Tạ Trinh,,5
Thekid Heaven,,5
Nha Thach,Tiện lợi ngon nhanh sạch sẽ thoáng mát,5
thi thu huong duong,"Nhân viên không có nghiệp vụ.Cứ lo nói chuyện với khách nước ngoài.Đến lượt mình từ lâu mà vẫn cứ nói chuyện.(Chỉ thích nói chuyện với tụi Tây)Giống như thích thể hiện là mình chuyên nghiệp .Đến lượt mình nhắc nhiều lần vẫn không giao đủ số lượng trên bill.Tức nhất là đến cuối cùng vẫn không có cho tương cà tương ớt.Mà chồng mình vào xin nó kêu là phải có bill nó mới cho.Không lẽ mua chai tương cà ,tương ớt xịt vào mặt tụi nó chứ.Thế là phải đích thân mình vào la làng mới cho.Bỏ tiền ra mua thức ăn mà còn phải đi xin ngược lại tụi nó",1
Bá Long Dư,,5
Lê Xuân Vượng,,5
Nguyễn Tùng,"Tiện lợi và nhanh chóng khi có chỗ mua hàng mang đi dành cho xe hơi bên ngoài, không cần vào trong",4
Lam Nguyễn,"Rất là bực mình về chuyện gửi xe tại đây, phải có bill mới được giữ xe free, mình với bạn đi 2 xe nhưng ăn cùng 1 bill thì bị ng giữ xe hỏi xét nét, giọng trên trời quá, ko lẽ ăn 2 ng phải 2 bill hay xét camera đi cùng nhau à? Muốn phân biệt khách gửi xe vô ăn hay gửi xe nhờ thì làm sao coi cho được thì làm. Khác hẳn mc donald quang trung, nhân viên giữ xe tử tế, dẫn cả xe cho khách và luôn niềm nở. Khong bao giờ quay trở lại mc donald này 1 lần nào nữa",1
Hideo Tanaka,,3
Henrique Massmann,,5
Paul Buntin,,4
CAFÉ DON LAB,Ok ... Tuyệt,5
Võ Quang Thuận,,5
Anh Thy Trần Nguyễn,,5
Huyền Trang Chu Thị,,5
Hoàng Đăng Anh Đỗ,,5
Den Tran,,5
long nguyen ngoc,Nhà hàng gà gán rộng rãi xe oto có thể mua hàng trên xe và di chuyển,5
Nhật Tuấn Lê Trương (JF),,5
Bảo Hoà Hồ,"Sạch sẽ, rộng rãi. Đồ ăn và phục vụ OK",5
Nhân Nguyễn,Đồ ăn ra nhanh phục vụ được nhưng nhân viên vệ sinh chửi khách,3
Ho Lily,,4
Bang Phi,,4
Howard Tran,"Rất tiện cho người đi xe hơi, rộng rãi.",5
Hai Nguyen Thanh,"Ngay bùng binh. Thuận tiện tập hợp khi đi chơi. Đồ ăn nhanh,",4
Hoàng Anh Khang Trần,,4
Hoàng Nguyễn Thượng,,4
Long Hoang Trinh,Nơi hội tu cho anh em biker mỗi khi đi tour.,4
西田孝,,4
THIÊN PHẠM ĐĂNG,,5
Sam Stanton,Why are you looking at reviews of a McDs? They're pretty much all the same. Come here to eat McDonalds. Download the app to get some discounts.,5
Loc Nguyen Duc,,5
Daniel Wagner,Ein mc Donalds halt,4
John Martan,"Nhà hàng khá đông vào buổi chiều tối, đặc biệt rất đông vào cuối tuần. Bạn phải chờ khoảng 10 đến 20 phút để nhận phần ăn của mình tùy vào số lượng món bạn gọi ( tôi gọi cho 4 người ). Bãi đỗ ô tô chỉ để được tối đa khoảng 8 xe, còn lại chủ yếu cho xe máy. Lưu ý miễn phí giữ xe trong 2 giờ đầu (bạn phải giữ lại hóa đơn), sau đó bạn phải trả phí theo giờ, bạn có thể xem lưu ý này ở quầy nhận thức ăn. Bạn có thể đặt món và thanh toán trực tiếp với nhân viên hoặc tự đặt món và thanh toán với những máy tính bảng khổng lồ :D (sẽ có nhân viên hỗ trợ nếu họ đang rảnh). Có những quầy cho bạn lấy tương cà, tương ớt nhưng thường là không còn khay đựng (khiến tôi cảm thấy phiền vì cứ phải đi xin nhân viên). Hầu hết món ăn ở đây ngon miệng, tuy nhiên rau xà lách trong burger có vẻ không được tươi. Nhìn chung đây là 1 nơi phù hợp dành tụ tập gia đình và bạn bè nếu bạn có thể chấp nhận những lỗi nhỏ của nhà hàng.",4
ska chan,,5
Đinnh Hơn,"Rộng rãi, thoáng.. giá cả hợp lý hơn so với lúc trước",5
duc minh,Ok,5
Vu Huynh,Good food but slow service when crowded,4
Haley Nguyen,,5
Jolie Tran,"Quán OK, giữ bill để free tiền giữ xe nha,  có thể chạy xe hơi vào để order và nhận đồ ăn như bên nước ngoài",5
Tuyen Tran,Hài lòng - cài app đc giảm giá tới nái,4
張濬綸,McDonald will not let u down;)))),5
Ngọc Bích,"Cụ thể là ngày 18/7 13h15 mình đi ăn 1 mình nên có ghé vào, bill mình có 2 miếng gà cay không xương và chỉ được đưa 1 miếng :)) lúc mình ngồi vào bàn mình mới phát hiện và hỏi lại nhân viên, nhân viên chỉ cầm lấy r vào bếp hỏi hỏi gì đó. Đợi khoảng 10 p thì NV chạy ra đưa mình thêm 1 miếng nữa và KHÔNG CÓ 1 LỜI XIN LỖI NÀO :D , ngoảnh mặt vào trong luôn chứ kh thèm nhìn tới mình ? Đó h mình đi ăn McDonald's nhiều rồi nhưng đây là lần đầu ăn ở chi nhánh này, tệ! Bạn đó hình như đeo mắt kính, hơi mập.",2
Lily Jang,"Phục vụ món ăn nhanh đúng kiểu Mỹ, chỉ cần lái xe vòng ra phía sau, chọn món và lái đến nơi thanh toán. Khoảng 1p sau nhận thức ăn tại cửa ra, nhanh chóng và tiện lợi",5
SOC NAI,Ok,5
Laoviet Garage (008562096108668),Ổn.,3
diễm hoai,Tam,4
Son Giang,Ngon xuất sắc. Các bạn nên tải app Mc về để nhận đc thêm ưu đãi nha.,5
Tuan Anh Huynh,,4
Kiệt Tuấn,Đc,4
Tanvee garg,The burgers tasted exactly as we expected and in fact a bit better.,5
Long Do,,3
Son Su,,5
Huy Nguyen,,5
Bình Nguyễn,Nhân viên thô lổ. Đên trước mà lại nhận món ăn sau cùng.hỏi thì nhân viên trả lời thô lổ,1
Sang Bui,,5
DieuLinh Le,,4
LINH Ô Tô,Dạo này ly cafe hay hamberger hình như hơi nhỏ  chắc xange lên. Ta ghé ăn đậu xe hơi mà cũng tinh tiền. Bán ta ghé ăn lại tính tiền gửi xe ko đáng bao nhiêu nhưng như vậy khách sẽ phiền. Vì chổ buôn  bán ăn phải có chổ cho khách đậu xe chứ,4
Chau thuan khang,,5
Elon Musk,Hamburger bread doesn't taste good if you go late in the evening. The bread was small and tasteless. But it doesn't matter if you don't go late.,4
Tiếng Anh Trẻ Em Popodoo Lái Thiêu Thuận An,Tuyệt,5
Vlog. Luật sư Quynh,Ok,5
Cuong Chau,,3
Luan Anh Dung,Phải chờ hơn 10’ mới được phục vụ,2
Nguyễn Nhân,,5
Hanabee,I usually come over this branch to drink more often than eat. Since McDonald's VN is based off McDonald's Australia so the food isnt really up to par compared to McDonald's US or Canada. I would rate the food 6/10.,4
Victor Weaver,,4
Nguyễn Trí Bảo Lê,,5
Cẩm Nguyễn,,5
Huyền Trang Nguyễn Hải,"Món ăn ngon, không gian thoáng và yên tĩnh.",5
Hu Lam,Chuẩn McDonald's,5
Lương Thiện Khải,Ăn để tưởng niem thôi,5
võ thanh hưng võ,Đồ aqn ngon,5
Nguyen Dinh,,5
Mark B,Quality and consistency.,5
Tấn Quý Lê,,5
vĩnh thành hồ,,5
Đức Mạnh Nguyễn,"Trụ sở McDonald's tại Việt Nam

McDonald's tại Việt Nam

Có mặt tại hơn 118 quốc gia với chuỗi 35,000 nhà hàng tại khắp các châu lục, mỗi ngày, McDonald’s toàn cầu phục vụ hơn 70 triệu người tiêu dùng, không chỉ đảm bảo mang đến cho họ những bữa ăn ngon, an toàn vệ sinh, mà còn làm họ hài lòng với dịch vụ của McDonald’s.",4
Nguyen Chanh,,5
이종익,,3
Seth Cho,,4
Linh Nguyễn,American style,5
Long Nguyen,"Phục vụ tốt, nhanh chóng, món ăn đa dạng, có quầy cafe, các món bánh tráng miệng, kem tươi...chỗ ngồi rộng rãi. Có chương trình giảm giá, có nhận tổ chức sinh nhật cho trẻ em.",4
Andreas F,,3
Van Hong,,5
Aki,"Well, it's McDonald what else to expect?
Atleast the location is pretty nice",4
Long Vong,Fast and friendly service. Store is nice and clean,4
Thiệu Văn Tạ,Rất rộng,5
DiemThuy Huynh,Nice location.,4
Nghia Nguyen thanh,,4
Hoang Le,"I think mc donald VN do not invest on advertising because their website looks so poor, ios or android app also look so bad and stuck too,some stuff had disapear but still on the menu, i love apple pie but now they don't have it, not intend to return anyway",3
Dung Danh,,4
Thảo Trần Thiện,,5
Ngô Văn Luân,,5
TÚ HUỲNH THANH (TÚ 3D),Nơi thường hội tụ ae phượt,5
JOY gamming TV,,5
Minh Nguyễn,,5
Hoang Anh Tuan,,5
Giang Minh Khang,Quán  mở cửa 24/7 tới đây quán đóng cửa mà trong khi đó trên Google vẫn ghi mở cửa,1
Dinh Hanh Nguyen,,4
Mỹ Kim,Món ăn ngon và có chỗ ngồi lâu,5
Hung Hua,,5
Tat Duy Kiet,,4
Olha Guzerchuk,,5
Tran Quang Vinh,"I came at 9:20PM Fri Jan 3rd 2020 and experienced the worst service I never ever see in any fast food brand. The ground floor was still very crowded and the first floor either. But it seems the staff is missing their home so they force all the client on the first floor including me still eating, to go down stair with a very very impolite way. Then the ground floor was overloading at 9:40PM. So Mc. Donald is happy and their staff enjoy working end no matter what clients feels.",1
Ben Chowlah,Awesome place!,3
Trọng Châu Văn,,5
melisa triatika,,5
Troy Eckhart,Just like America in Saigon,5
Jason Closel,Always a drunken treat,5
Anthony Levinhphuoc,Fast food,5
Trung PhanHQ,Good place for relaxing.,5
Paul Tran,"Nơi quá nổi tiếng với giới trẻ trên toàn thế giới, hương vị ở bất kể đâu cũng same same nhau, tụ tập bạn bè, ăn uống gia đình, sinh nhật con cháu đều phù hợp.
Tuy nhiên, khá ổn ào và đông khách.
Coffee vị truyền thống Vietnam cũng rất ok và đáng thưởng thức mỗi sáng.",4
Thanh Tâm Nguyễn,"Ok , tốt",5
Phan Thanh Xuan,,4
Tran Thuong,mấy đứa làm part time có thái độ rất là mất dạy mọi người ko nên tới đây,1
Mai trâm Dương thụy,,5
Stephen Roach,"If you don't know what McDonald's is like,  no description of mine will help.",3
Vu Nguyen,Gia đình tôi rất thích ăn uống tại hệ thống MCDonald’s vì nó chuyên nghiệp và có nơi vui chơi cho bé.,4
Ana André,,5
Emma Trang,,5
BA DAM PHAN,Welcome to back,5
Vu Thi Thu Thuy,"Quán ở vị trí trung tâm, có khu vực mua mang đi mà không cần vào quán. Nhân viên phục vụ chu đáo, nhiệt tình. Thực đơn ngon, giá phù hợp.",4
Kì Anh Vũ,"Không order được với nhân viên mà bị yêu cầu order qua máy trong khi quầy order đang trống, order qua máy lại đông người và chờ rất lâu. Thao tác order trên máy rất bất tiện so với order trực tiếp.",1
Thắng Phạm,,5
Nguyen Thanh Nam,Địa điểm yêu thích của các bạn trẻ và em nhỏ.,4
Thăng Phạm Hà,Ngon,5
JUN,"日本のマクドナルドのメニューとは違いますが、クオリティは同じ。チキンが旨い。
二階席は、子供の遊び場ですね。",5
tai van,,5
Đô đốc 2002,,4
mohamad mahir,,5
Đắc Quản,,5
Đoan Nguyễn quang,,5
Xuan Thanh Pham,Good,5
La. Nguyên Lộc,,5
V.Tiền Nguyễn (Finn),,5
Phong Nguyen,Gọi ly coca size s. Mà rất dở coca để lâu. O có 1 tí bọt ga. Expresso thì nóng . Éo có đá. Cùi bắp chết đi được. Ngon cái chỗ đâu xe hơi. Không gian đẹp,2
Chi Duyet Vu,,5
Abdussamad Fulatjon,"Halol baliq gamburger.
Fish Gamburger bor.",5
ふでひろみ,,4
Trâm Nguyễn,,5
Anh Lê-Hoàng,"Fries bags are all always HALF empty! McDonald Vietnam is a scam! Everywhere else in the world, the bag is more than full!",1
Hung Le Quang,Vẫn ổn định,5
vinh YouTube,,3
Hanh Nguyen Truong,"Great location, not salty, and they have pork burger",5
Nguyen Ngan,Good..,5
KezSeven,,4
Tiến Quốc,,5
Nguyen Nguyen Mai Thao,,5
Tâm Mỹ,Thức ăn được làm rất nhanh và ngon ạ,5
Min Bảo,,5
Thành Nguyễn Minh,Ok,4
Annie Nguyen,,5
Ly Đoàn,"quán đẹp mà đồ ăn cũng rất ngon, mng nên ghé",5
NGUYỄN THĂNG LONG,ok,4
Khoa K,,5
Bình Lê,Phong cảnh ngôi rất đẹp phục vụ nhanh,5
S P,Ordered large fries but it was only 75% full AND they only gave 2 ketchup!!  This is the cheapest fast food penny pinching tactic I've seen in Vietnam.  Shame on you McDonald's!,1
Truong Vu Nguyen Dang,"Thức ăn ngon, phù hợp cho trẻ em",4
Trinh Lâm,,5
Khiem Manh,,1
KHOA TRINH,,5
Trần Khanh Vũ,Ok,5
Sơn Thanh,,4
hue thanh,,5
Duc Pham,,3
Đại Tân,,5
Chiến Anh Huỳnh (hchienanh),,4
Kizzik Official,,5
Ngọc Trinh,,5
phuc bui,"Toilet hôi, gửi xe thì bảo vệ nói khách ""thẻ trên bàn"" rồi chỉ tay xuống bàn.thùng rác tổng của quán đặt gần bãi xe bốc mùi chua và hôi gây khó chịu ảnh hưởng sức khỏe nhân viên và khách hàng",3
