Name,Review,Stars,Sentiment
Duy Toàn Trừ,"Thất vọng tràn trề, là thương hiệu nổi tiếng nhưng nhân viên cực kỳ coi thường khách hàng. Tôi đứng đặt đơn hơn 15 phút cho gia đình ra đến quầy tính tiền nhân viên nói hết món. Tôi nói tại sao hết món mà không dỡ xuống để khách mất hết 15' đặt hàng. Tôi kêu quản lý thì qly trốn mất chẳng dám ra gặp. Nhân viên nói giọng ngô nghê như thể không cần khách.",1,Negative
Ly Na Phan,"Restaurant is big and crowed at lunch time. Staffs are friendly, nice. They serves the food very fast. The restaurant have promotion vouchers for the next time",4,Positive
Kiên Nguyễn Văn,"Tiện chỗ để xe, đồ ăn và nước uống quá dở",3,Neutral
MOON HOUSE,Thích,5,Positive
Si Tran,"Arrange a birthday meal for more than 10 kids here and the process to assist client from the staff to simply reserving table and ordering the food were too bad, zero sense of hospitality and totally out of basic training! most ridiculous experience was whilst the kids were selecting food items from menu cart, a reckless waitress came to ask having back the menu just because there is a foreigner client is looking for it?! I'm wondering how their management think about this service standard!",1,Negative
Diễm Quỳnh Nguyễn Lê,"Không gian rộng rãi, phù hợp chill và học bài, tích hợp quán nước và đồ ăn, đồ ăn lên món siêu nhanh, sạch sẽ, luôn tươi mới, phục vụ tận tình, có các máy để tính tiền trực tiếp ko cần ra quầy",5,Positive
Binz Boiz,Biết là không healthy nhưng ăn khoai tây chiên rất cuốn,5,Positive
Gemmy Phan,"Nice place for meeting your friends here. Good view, good space. It has free parking for cars and motorbikes (with your receipt).",5,Positive
Linh Nguyễn Thị Thúy,"The food tastes quite good here. The staffs are friendly to help me use McDonald's app. The plus for this branch is the environment: a large sitting place where can see the street (noisy outside but quiet upstairs). The parking fee is free if you give the guard the bills. And the oreo ice cream matcha is delicious, should try.",5,Positive
Tuân Phạm Hoàng,Bảo vệ không thân thiện. Tầng trệt tolet nam và nữ sử dụng chung.,5,Positive
Lam Tien Pham,Ok,5,Positive
thuy duong doan,"Burger ngon, gà rán ok",5,Positive
Trương Hoàng Vũ,Đáng để trải nghiệm và thưởng thức,5,Positive
Andru Vo,"Organized, clean and fast service. Quality of food and variety of selection is also good.",5,Positive
Store Bảo Cường (Bán đồ chơi trẻ em),"Không gian rộng rãi thoáng, nhân viên chuyên nghiệp, đặt đồ ăn dễ dàng, bãi xe rộng rãi",4,Positive
Phương Lê,Vui,4,Positive
Emma Lee,Ăn ở đây bị ỉa chảy ạ,1,Negative
Mike Booth,Not a good time to visit they were doing construction during the lunch hour.,3,Neutral
Duong NguyenDai,Không gian thoáng. Thức uôang ngon. Có bãi đỗ xe ô tô...,4,Positive
Thư Phạm Thị Anh,"Lúc ăn dư mang về, nhân viên ko cho tương mang về mà bán 2k 2 bịch tương, xin hủ đựng mayonnaise thì bảo là hủ hạn chế, lấy thì bán 5k một hủ, vcl kinh doanh dữ vậy lun, nhà hàng phục vụ ăn uống đấy ạ, thêm mụ quản lí nữa, 5k một hủ á chị :)))) Vậy chẳng khác nào đi ăn cơm tấm, xin thêm bịch nước mắm bán 5k một bịch, ở VN ko có quán cơm tấm nào như vậy hết!",1,Negative
viet tran,Chất lượng,5,Positive
Moses P,"The staffs can speak english and friendly! The foods are hot and fresh. The place is always busy, and messy.. they need to do more cleaning. Also, it should be smoke free outside! Overall, it is ok to hang around as it is open 24/7.",4,Positive
Nguyễn Thiện Nhân,"Đồ ăn khá ngon, phục vụ nhanh, sạch sẽ, có máy bán hàng tự động để thực hiện order giảm việc xếp thành hàng dài",4,Positive
Nhật Dạ Studio PHÒNG THU VIỆT,"Nhà hàng mở cửa từ rất sớm, khu vực này rất rộng rãi có thể đậu xe thoải mái",5,Positive
Ronard GSM,"Khu này đồ ăn ngon, mỗi tội có cái cống hôi ăn mất ngon.",3,Neutral
Kien Cuong Ngo,"Đồ ăn ngon, ra món nhanh. Quán quá đông và ồn",4,Positive
trinh Vo,"Thích nhất dịp Tết có phiên bản khoai tây xoắn, chỉ có giá hơi chát tí nhưng mà khoai tây bị vỡ nhiều không ra dạng xoắn hơi tiếc.",5,Positive
Trung Nguyễn,"Very poor service. No support from staffs. After struggling myself with the ordering machines, they just came in and asked me join the queue without any prior support. And I had to wait 1hr in total for my food.",1,Negative
Viet Studio,Toilet ở đây thật kinh khủng,1,Negative
Thủy 114 Bích,"Đồ ăn ngon.
Dịch vụ tốt.
Không gian rộng,thoáng,mát.
Nên thử.",5,Positive
Hanna Lê,"ngoại trừ việc khách đông, ồn ào thì còn lại mình thấy đều ổn.",4,Positive
Hoang Minh Thang Nguyen,"Không gian rộng rãi, thoáng mát, sạch sẽ và view đẹp .
Trong cửa hàng, nhiều máy tự order và thanh toán nên rất thuận tiện cho khách hàng lựa chọn món một cách nhanh chóng.
Gà rán giòn, ngon.
Hamburger hấp dẫn.
Nếu bạn cài app thì sẽ có nhiều combo, và khuyến mãi hấp dẫn.",4,Positive
FuckUcow Super,Quán  quá  tê tham tiền  mất  dạy,1,Negative
van thanh,Tôi gọi để  đặt  bánh gần 10 cuộc gọi  nhưng không ai bắt máy. Cung cách phục vụ xem thường khách hàng  quá sức.,1,Negative
Lê Minh Nhật,"Do không có tiền mặt, nên thanh toán bằng thẻ, xong hệ thống bị lỗi, tiền trong tài khoản thì trừ, hoá đơn thì không xuất, Nhân Viên k có cách xử lí phù hợp , đi mua đồ ăn mà tiền thì bị mất, đồ ăn thì không có, sau này gắn bảng không thanh toán bằng thẻ luôn đi, mất cảm tình với 1 hệ thống lớn như này
“Nhân viên thì đông quá trời, rồi cứ bắt đứng xếp hàng dài chờ order món bằng máy tự động quá lâu “",1,Negative
thanh nguyen,"Tôi đặt mua, 4 cái big mac và 4 đùi gà lẻ, có hỏi trước nhân viên bán hàng có đc 4 đùi k, nhân viên báo 2 đùi, 2 má đùi, tôi ok. Vì nhà trẻ con, đứa nào cũng đòi ăn đùi. Mua về nhà mở ra 3 cái ức gà và 1 cái đùi. Nếu k được thì ngay từ đầu phải nói với khách. Để tôi biết tôi ăn món khác. Chứ bán hàng xong rồi giao vậy khác nào lừa đảo khách, Đã hỏi rõ ràng hỏi đj hỏi lại 3 lần. Lần sau k bao giờ mua quán này nữa. Quán nên coi lại cách trả lời khách hàng của nhân viên. Nếu k được thì nói là k được.",1,Negative
Di Hay,"Cửa hàng áp dụng hình thức đặt món online tại chỗ. Khách bấm chọn sản phẩm trên màn hình, xong thì máy sẽ in ra tờ số thứ tự.
Mang tờ in đến quầy tính tiền thanh toán các món đã order.
Xong thì sang quầy kế bên chờ báo số để nhận món ăn đã order.
Quầy nước order riêng.
Nhân viên thân thiện.",5,Positive
hai nguyen,Good,4,Positive
Pankaj Kumar,"Crowded & not cleaned
Although big but still needs some management",3,Neutral
Báu Nguyễn Hoàng,Nhân viên phục vụ nhiệt tình phục vụ chu đáo ok,5,Positive
ЖБ EB,The staff serve their own staff and friends in front of customers. There are at least 10 people in the kitchen who would rather clean everything than finish about 6 open orders. Date 7th January at 04:02 in the night 🤷🏻‍♂️,1,Negative
NHoa Hoàng,Hambuger ngon,5,Positive
Joe Hambloch,Who can find the difference..,2,Negative
Xuanlan Vu,Gà ngon. Kem đặc biệt rất ngon. Có 4-5 loại sốt cho gà. Tải app sẽ có thêm nhiều khuyến mãi.,5,Positive
Nguyen RUBY,"Nằm ở góc vòng xoay Điện Biên Phủ, điểm ngồi nhấm nháp, tâm sự với bạn bè được coi là ""khu đất vàng"".
Fastfood nổi tiếng thế giới nên không phải bàn về khẩu vị, quan trọng là bạn thích khẩu vị này như thế nào thôi.
Tự do, thoải mái, thoáng mát - là ưu điểm ở đây.",5,Positive
Vo Tung,"Quán rộng rãi, có bãi đỗ xe, nhân viên nhiệt tình, chuyên nghiệp.",5,Positive
Duyên Hồ Ngọc Phương,"Bàn bên ngoài chill, thoải mái.",5,Positive
Kidier Ng,The taste in Vietnam not too yummy.Goid thing is they provide more choices of sauce & got mynonise too,3,Neutral
TRUNG TUYẾN NGUYỄN,Quá ồn ào!,2,Negative
Nhật Chiêu Trần,Giao món thiếu nhiều lần,1,Negative
Phúc Nguyễn Ngọc Hữu (Quạ),"Thức ăn thơm ngon, nóng giòn . Dịch vụ tốt . Không gian sạch sẽ.",5,Positive
Trieu Nguyen,Rubbish wifi for a well known brand,1,Negative
Lân Nguyễn Thanh,"Chất lượng gà rán rất khác biệt với các nhãn hàng còn lại.
Chỗ đậu oto miễn phí (2 tiếng đầu tiên & có bill ăn tại cửa hàng)
Phục vụ chuẩn mực.

Điểm trừ: WC không được sạch sẽ, có mùi. Cần tăng tần suất kiểm tra, dọn dẹp WC.",5,Positive
Newell,I paid for a double McRoyal  😢 not a single,2,Negative
HuongCam Trinh,"McDonald's đổi mới cách gọi món và thanh toán tự động được bố trí 2 máy đối diện khách hàng có thể chủ động chọn món hơn thanh toán dễ dàng nhanh chóng, nhận phiếu chờ và xếp hàng lấy món, k gian rộng rãi thoải mái, nhận viên vui vẻ nhiệt tình, bãi xe miễn phí khi sử dụng dv ở đây",5,Positive
Hung Dinh Duc,Bình thường,3,Neutral
Tư Nguyễn,Thành phố Hồ Chí Minh city,5,Positive
Dilys_Dung,"Món ăn và dịch vụ đạt chuẩn, nhà hàng đông khách, náo nhiệt thích hợp cho gia đình!",3,Neutral
Nguyễn Đặng Trí Khang,"McDonald’s tại đây có lẽ là một trong những chi nhánh lớn nhất mà mình biết đến, có nhiều chỗ ngồi, khuôn viên rộng và chỗ giữ xe cũng lớn. Vị trí hướng ra vòng xoay, view khá đẹp để ngắm nhìn đường phố.

Vì là một chi nhánh lớn nên ở đây thường khá đông, ngoài ra thì cũng có line đường Drive Thru để chạy xe vào mua mang về khá tiện.

Như mọi chi nhánh khác thì ở đây cũng có thể tự đặt món và thanh toán ở các máy xung quanh. Về hương vị thì cũng không khác những chỗ khác.

Tuy nhiên, điểm trừ là ở đây khá đông, nhà vệ sinh không sạch, có mùi và ở quầy line chạy xe hay có nhiều người tụ tập chụp hình.",4,Positive
Sangchul Park,간만에 햄버거 먹고 싶어 갔네요,4,Positive
Do Minh Phuong,"Chắc do mình thấy ko hợp với vị gà mặn, ăn ngán.",3,Neutral
DEUK YOUNG CHOI,주말이라 가족들이 모여 즐겁게 식사함. 실내엔 빈 자리가 없을 정도로 손님이 많음,4,Positive
Takashi Matsuoka,サンドイッチ類のドレスなど合格。日本のいいレベルの店と比較しても遜色ない,4,Positive
Toan Nguyen Duc,Good for parking,4,Positive
じろうぽんじろ。,"ベトナムのマクドナルド1号店。駐車場（駐輪場）が広いので子供とよく利用します。バイクでドライブスルーできます。だいたい土日はいつもいっぱいです。マクドナルドなので材料、調理方法同じ、
味は世界共通。アジア圏だけのCOM（ごはん、ハンバーグの弁当）　もあります。2階席もあり子供の遊ぶスペースもあります。店内はピーク時間が過ぎるとそこそこ掃除してます。テーブルが汚いとか店員が暇そうにしてるとかコメントがありますが海外では普通です。しかもファストフード店。テイクアウトする時に2回くらい商品入れ忘れがあったけどね。
2022/2/16追記
最近ポテトのLサイズ買ったら半分しか入ってなかった。詐欺。これはないでしょ。ちょっと忙しくなったらすぐ仕事が雑になるのは直らないのか。毎度の商品入れ忘れも。
2022/12/10追記
最近ポテトL,M共にこんな感じ。グエンフエ通りの店はちゃんと入ってるのに。",4,Positive
Đỏ Đỏ,Bing chilling 🍦 ngon :))),5,Positive
Sơn Hồ Bảo,Không gian thoải mái! Đồ ăn và dịch vụ thì bùnh thường,3,Neutral
Hoàng Lê Giang,Good for drive through,5,Positive
Amirey Sanchez,Fast and clean,4,Positive
가랑비남편,Good enough!!,5,Positive
Dương Thanh Phong,"Cơ sở vật chất xuống cấp, quá ồn.",2,Negative
Thái Hòa Nguyễn,"Không gian thoáng mát, phục vu chu đáo",5,Positive
Tam Tam (Tammy nè),"Hình như là quán McDonald lớn nhất tp. Vị trí đẹp, bài trí thông minh, hiện đại từ chỗ gửi xe, lấy xe đi về… đặt đồ, ăn tại chỗ…đều rất nhanb chóng.

Tại đây có khoảng 5 máy tự order đồ trong cửa hàng, 3 máy order ngoài cửa hàng - dành cho khách ghé qua đặt và mang đi, đứng ở ngoài, chờ order là ghé cửa lấy đồ, ko cần vào trong, cực hiện đại và thân thiện.

Đồ ăn ko cần nói rồi, các bé nhà m rất thích, thi thoảng ăn tại chỗ còn được phát tranh và màu tô nữa.",5,Positive
bii chen,價格適中 餐點中規中舉 但生意超好 總是人滿為患,5,Positive
Ngọc Phùng Hoàng Anh,"Phong cảnh đẹp ,chổ để xe thuận tiện",5,Positive
Bảo Hồ,"Đến lúc chiều nhưng hết gà, muốn ăn thì đợi 30p, chỉ còn Hamburger và gà viên.",4,Positive
pham thong,"Thương hiệu nổi tiếng! Phong cách Mcdonald’s m

O",4,Positive
Tori Houllier,"Nhân viên ăn nói mất dạy. Vui lòng xem và dạy lại nhân viên. Chuỗi của hàng quốc tế, đừng cư xử như ng vn.",1,Negative
Công Ty cho thuê xe 777,"Vị trí tốt, khách hàng nhiều, thức ăn fast food vậy là OK, chỗ ngồi thoải mái có ngoài trời...",5,Positive
Anh Pham,"Nhân viên đông nhưng thái độ phục vụ ncl, coi thường khách hàng.",1,Negative
Khắc Tường Bùi,cũng được,5,Positive
Hang CoCo,"Quán nằm ngay vòng xoay Điện Biên Phủ, hướng Q1 về Bình Thạnh.
Hệ thống McDonald, quán có 2 tầng, không gian rộng rãi, sắp xếp ghế phù hợp
Thích gà vs kem ở đây ghê",5,Positive
Duc Hanh Nguyen,Tạm được...,3,Neutral
Mason Thompson,Ko giăn đẹp nhân viên nhiệt tình chu đáo,4,Positive
Khánh Vân,"Chồi ôi, mình đi ăn mà mình ấn tượng với anh chị nhân viên lắm luôn. Anh chị xinh trai đẹp gái mà còn thân thiện nhiệt tình xĩu luôn. Hẹn sẽ đi ăn McDonald's dài dài nè.  💜👩‍🦽💨",5,Positive
Bình dương Taxi,"Tôi rất hài lòng về địa điểm này,lịch sự,vui vẽ,thoải mái rất ok.",5,Positive
Phi Trân,Kiến trúc đẹp. Gần gũi,5,Positive
Huynh Nhu,gud,5,Positive
Ted Tuan Anh,Rất ok,5,Positive
Dish Yang,麥當勞真是偉大的發明！天天吃天天開心！,5,Positive
Uu,停車方便，店內桌子不太乾淨，工作人員專業度不足，這家分店的炸雞特別多汁美味！,4,Positive
꽁꽁,"우리나라 빅맥이랑 크기가 좀 달랐음
좀 작은데 더 맛있어요.... 1일1맥날 하고싶었는데
ㅜㅜㅜㅜㅜㅜㅜ",5,Positive
Khuong Nguyen Tan,Have a delicious meal.,5,Positive
